gene_id	gene_name	log2FC	pvalue	funcao
AAEL_712121	antimicrobial_peptide	-0.0273	0.30757944	Ciclo celular
AAEL_381685	ubiquitin_ligase	1.5536	0.06424077	Detoxificação
AAEL_575526	ribosomal_protein	-1.4336	0.14382259	Metabolismo de lipídios
AAEL_792558	antimicrobial_peptide	0.1959	0.21105159	Reparo do DNA
AALB_386214	trypsin_like_protease	-2.0135	0.49538091	Transporte de íons
AAEL_442703	serine_protease	0.4963005746016771	1.9175789e-05	Interação hospedeiro-microrganismo
AAEL_576657	proteasome_subunit	-0.0557	0.000224971825	Metabolismo de aminoácidos
AJAP_850294	transport_protein	-3.5283	0.01098247	Detoxificação
AAEL_499953	signal_transduction_protein	3.709	0.03803446	Resposta imune
AJAP_938003	glutathione_S_transferase	-2.1475	0.31174977	Metabolismo energético
AAEL_381570	kinase	-0.0722	0.04043116	Vias de sinalização hormonal
AAEL_349321	glutathione_S_transferase	2.1028	0.11630543	Resposta a patógenos
AALB_711600	ribosomal_protein	-1.5532	0.16979904	Desenvolvimento de tecidos
AALB_437054	tubulin	-4.1449	0.09933055	Ciclo celular
AJAP_221826	juvenile_hormone_protein	-0.8009	0.00956636	Apoptose
AALB_982875	ecdysone_response_protein	-1.5747	0.03728147	Regulação transcricional
AJAP_310017	heat_shock_protein	-4.0975	0.35431024	Metabolismo de carboidratos
AAEL_234055	ubiquitin_ligase	0.5128	0.0121746	Detoxificação
AAEL_776022	aquaporin	0.3728	0.02349179	Apoptose
AALB_833547	glutathione_S_transferase	2.0562	0.000357078025	Desenvolvimento embrionário
AJAP_550062	tubulin	-2.0175	0.18588526	Desenvolvimento embrionário
AJAP_893072	odorant_receptor	-2.8784	0.0051815	Homeostase celular
AAEL_941052	oxidative_stress_protein	-0.7321	0.17145486	Metabolismo de lipídios
AAEL_739896	ecdysone_response_protein	-0.159	0.36599541	Tradução
AALB_782705	immune_response_protein	1.6584	0.21338164	Metabolismo de aminoácidos
AAEL_354444	lipid_metabolism_protein	2.539	0.08098734	Reparo do DNA
AJAP_961291	signal_transduction_protein	-0.531331050834027	0.01916107	Modificação de proteínas
AJAP_210017	aquaporin	-2.8558425977147914	0.17735014	Biossíntese de proteínas
AAEL_223618	lipid_metabolism_protein	1.4391	0.00300984	Estresse oxidativo
AALB_559297	signal_transduction_protein	-1.1529	4.006688e-06	Resposta a patógenos
AALB_915862	ecdysone_response_protein	-3.3651891940013514	9.357261e-06	Metabolismo de lipídios
AAEL_652076	kinase	-2.1443	0.0847905	Desenvolvimento embrionário
AJAP_541759	heat_shock_protein	0.1128	0.25257093	Tradução
AALB_982554	glutathione_S_transferase	0.1596	0.00070738	Resposta ao estresse
AJAP_993741	membrane_receptor	3.0998	0.24867894	Vias de sinalização hormonal
AAEL_931516	signal_transduction_protein	-0.4122	0.18552267	Replicação do DNA
AJAP_806544	transport_protein	0.1621	0.01911595	Regulação transcricional
AAEL_698260	juvenile_hormone_protein	0.4265	0.14193278	Reparo do DNA
AAEL_375128	RNA_binding_protein	-0.8187	0.25387158	Desenvolvimento embrionário
AJAP_709719	juvenile_hormone_protein	-1.4445	0.04618499	Replicação do DNA
AAEL_945038	actin_related_protein	2.3379	0.0707803	Desenvolvimento larval
AAEL_989097	signal_transduction_protein	-1.7657	0.01852713	Neurogênese
AJAP_281144	glutathione_S_transferase	-2.3903	0.08360948	Metabolismo de carboidratos
AJAP_350195	ATP_synthase	1.2245	0.00327026	Homeostase celular
AALB_504032	signal_transduction_protein	2.0841	0.08335942	Modificação de proteínas
AALB_841040	heat_shock_protein	-0.8125	0.00303286	Metabolismo de carboidratos
AAEL_209996	ribosomal_protein	-0.7849	0.0803402	Proteólise
AAEL_649239	signal_transduction_protein	0.5086	0.00647022	Neurogênese
AAEL_265873	odorant_receptor	-1.2741	0.11657682	Sinalização celular
AALB_999005	ATP_synthase	-1.4071	1.4634e-07	Biossíntese de proteínas
AALB_533816	RNA_binding_protein	1.5833	0.07495345	Resposta a patógenos
AALB_321888	antimicrobial_peptide	1.0928	7.725e-09	Metabolismo de lipídios
AALB_845453	DNA_repair_protein	2.3601	9.619e-05	Biossíntese de proteínas
AAEL_266472	DNA_repair_protein	-2.2547	0.02043886	Estresse oxidativo
AALB_311760	actin_related_protein	-0.9044	0.55191999	Transporte de íons
AAEL_975863	odorant_receptor	0.5061	0.01011693	Desenvolvimento embrionário
AALB_601946	ubiquitin_ligase	-1.6661	0.14460405	Resposta imune
AAEL_691652	transport_protein	1.155	5.9e-11	Processamento de RNA
AJAP_931460	chitin_synthase	2.2043	0.07420457	Metabolismo de lipídios
AAEL_853019	ABC_transporter	-1.05	0.03793226	Tradução
AAEL_756166	tubulin	0.0695	0.21138541	Biossíntese de proteínas
AAEL_811998	ribosomal_protein	2.6201	0.07050605	Desenvolvimento de tecidos
AALB_599722	signal_transduction_protein	3.2387	0.07271786	Regulação transcricional
AALB_658924	cytochrome_P450	5.12858041039083	0.01638824	Proteólise
AAEL_279352	glutathione_S_transferase	1.0682	0.18775759	Modificação de proteínas
AAEL_966867	odorant_receptor	-1.5367	0.10734606	Processamento de RNA
AALB_550195	transport_protein	0.6466	0.03930359	Transporte de íons
AAEL_531413	antimicrobial_peptide	1.0023	0.044149	Resposta imune
AJAP_426898	ecdysone_response_protein	-0.3787	0.10925931	Processamento de RNA
AALB_963561	chitin_synthase	-1.0706	0.08461604	Metabolismo energético
AAEL_161665	actin_related_protein	-2.3063	0.14018455	Replicação do DNA
AAEL_216953	trypsin_like_protease	-3.1279	0.14928577	Metabolismo energético
AJAP_782736	ubiquitin_ligase	-3.5062	6.543e-05	Proteólise
AAEL_286626	tubulin	1.043	0.16399498	Modificação de proteínas
AAEL_218533	ATP_synthase	0.2659	0.09726115	Ciclo celular
AJAP_698069	DNA_repair_protein	-0.8709	0.17984431	Metabolismo de aminoácidos
AJAP_166262	transcription_factor	-0.5966	0.15991914	Vias de sinalização hormonal
AJAP_933032	heat_shock_protein	0.3788	0.0233568	Apoptose
AALB_555699	ubiquitin_ligase	-0.2962	0.000335505771	Desenvolvimento larval
AAEL_654736	transport_protein	-2.413	0.23874366	Metabolismo energético
AAEL_107657	heat_shock_protein	1.6434	0.05348028	Sinalização celular
AALB_880977	kinase	0.5474	0.14013871	Biossíntese de proteínas
AALB_474999	heat_shock_protein	0.4786	0.09374278	Fototransdução
AAEL_784191	heat_shock_protein	1.5076	0.03887806	Metabolismo de lipídios
AJAP_423557	ecdysone_response_protein	-1.4646	0.00914118	Ciclo celular
AAEL_893719	transport_protein	2.1847	0.10578202	Transporte de membrana
AALB_568974	actin_related_protein	-0.2521	3.78208e-07	Ciclo celular
AAEL_815080	odorant_receptor	1.5995	3.6321978e-05	Metabolismo de carboidratos
AALB_134701	ATP_synthase	1.322	0.20741888	Homeostase celular
AAEL_865537	chitin_synthase	-4.291209927734406	0.00810637	Estresse oxidativo
AAEL_183560	tubulin	0.9052	0.04230709	Tradução
AAEL_143642	mitochondrial_protein	0.5873	0.1642801	Modificação de proteínas
AALB_591036	trypsin_like_protease	0.0546	0.04214718	Interação hospedeiro-microrganismo
AALB_904034	actin_related_protein	-0.1699	0.10849496	Detoxificação
AALB_713089	juvenile_hormone_protein	-0.1546	0.13509184	Regulação transcricional
AJAP_194377	trypsin_like_protease	1.4628	0.04724271	Processamento de RNA
AAEL_932974	serine_protease	1.0402	0.000384973444	Reparo do DNA
AAEL_928952	ATP_synthase	0.0549	6.476e-09	Detoxificação
AJAP_551978	proteasome_subunit	-2.6855	0.08090772	Metabolismo de lipídios
AAEL_705409	tubulin	0.89	0.04089843	Metabolismo energético
AJAP_992027	DNA_repair_protein	1.3025	0.16422213	Desenvolvimento larval
AAEL_956101	serine_protease	4.1407	0.03213265	Metabolismo de carboidratos
AJAP_777114	ATP_synthase	1.9358	0.2005992	Homeostase celular
AAEL_957263	ubiquitin_ligase	-3.4185	0.19360158	Resposta imune
AJAP_666161	ABC_transporter	0.1412	0.17329794	Transporte de membrana
AALB_992964	mitochondrial_protein	3.2605	0.24268869	Interação hospedeiro-microrganismo
AJAP_503119	ecdysone_response_protein	1.1224	0.11146578	Estresse oxidativo
AAEL_928187	ATP_synthase	0.5916	0.36502902	Detoxificação
AALB_186988	transcription_factor	1.6204	0.10041985	Neurogênese
AJAP_225991	ecdysone_response_protein	-1.1203	0.63305365	Vias de sinalização hormonal
AALB_606079	signal_transduction_protein	-1.2643151872381428	0.31262845	Vias de sinalização hormonal
AALB_626684	phosphatase	-0.4508	0.00023034	Reparo do DNA
AALB_228322	tubulin	-0.0353	0.04011723	Modificação de proteínas
AALB_111303	cytochrome_P450	1.4912	0.000716767758	Transporte de íons
AALB_433863	proteasome_subunit	-1.6681	0.13863052	Metabolismo de carboidratos
AALB_884108	immune_response_protein	2.3184	0.04842487	Sinalização celular
AJAP_186231	phosphatase	-0.7611	0.07560041	Regulação transcricional
AAEL_119623	mitochondrial_protein	0.4692	0.13314287	Metabolismo energético
AAEL_590042	proteasome_subunit	-2.5209	0.15078199	Metabolismo de lipídios
AJAP_576840	ecdysone_response_protein	1.2957	0.00598622	Metabolismo de carboidratos
AJAP_526346	ecdysone_response_protein	2.6037	0.39440369	Transporte de membrana
AALB_984056	antimicrobial_peptide	-0.9264	0.01412712	Detoxificação
AALB_998217	odorant_receptor	-1.9984	0.09626977	Processamento de RNA
AAEL_972638	proteasome_subunit	0.5004	0.12779656	Biossíntese de proteínas
AAEL_233541	mitochondrial_protein	2.6187	3e-12	Detoxificação
AALB_777894	ATP_synthase	-2.6097	0.09182489	Fototransdução
AAEL_148874	ecdysone_response_protein	-1.9914	0.0001136813	Apoptose
AALB_174553	actin_related_protein	-0.8175	0.02397324	Processamento de RNA
AAEL_935570	aquaporin	-1.4766	0.00015445	Resposta a patógenos
AJAP_178249	lipid_metabolism_protein	-1.4709	0.35449821	Fototransdução
AJAP_627007	chitin_synthase	-3.7694	0.00579822	Resposta a patógenos
AALB_570452	signal_transduction_protein	1.0603	0.02310705	Proteólise
AALB_142534	kinase	3.5063381107388443	0.000195116915	Fototransdução
AAEL_512003	cytochrome_P450	-3.0579	0.05717544	Desenvolvimento de tecidos
AJAP_542061	ecdysone_response_protein	2.623	0.01205867	Transporte de íons
AALB_716412	juvenile_hormone_protein	3.026	0.00321977	Metabolismo de carboidratos
AAEL_264134	cytochrome_P450	-1.3516	0.00596287	Transporte de íons
AJAP_842623	ecdysone_response_protein	2.0998	0.16053295	Biossíntese de proteínas
AJAP_175418	transcription_factor	-1.0314	0.32972225	Proteólise
AJAP_228232	transcription_factor	0.326	0.03048281	Regulação transcricional
AALB_620551	cytochrome_P450	-1.5044	3.1206403e-05	Transporte de íons
AALB_268383	tubulin	3.9857	0.00807167	Metabolismo de lipídios
AAEL_425996	heat_shock_protein	-0.5328	4e-12	Resposta imune
AJAP_232079	ABC_transporter	0.2276	0.00725682	Resposta imune
AJAP_700530	signal_transduction_protein	-1.2383	0.43966717	Neurogênese
AAEL_603238	lipid_metabolism_protein	3.3504	0.00146315	Detoxificação
AAEL_580488	cytochrome_P450	3.3959	0.20593298	Apoptose
AAEL_423390	mitochondrial_protein	2.9357	0.0310183	Neurogênese
AJAP_329947	DNA_repair_protein	1.7216	0.02766044	Ciclo celular
AJAP_715645	ATP_synthase	-1.1246	0.46776481	Desenvolvimento embrionário
AAEL_827955	odorant_receptor	1.4901	0.18725904	Transporte de íons
AALB_238563	proteasome_subunit	-0.0127	0.01583097	Transporte de íons
AAEL_606047	transcription_factor	2.3623	0.18237613	Neurogênese
AJAP_426032	lipid_metabolism_protein	2.0086	0.14561961	Metabolismo de lipídios
AJAP_895509	immune_response_protein	-1.1687	3.1e-11	Ciclo celular
AJAP_353973	ubiquitin_ligase	1.7061	0.24319627	Interação hospedeiro-microrganismo
AALB_476826	kinase	1.2277	0.07367047	Detoxificação
AAEL_954321	ribosomal_protein	-4.9924	0.00651678	Metabolismo de carboidratos
AAEL_530783	DNA_repair_protein	1.4417	0.00010582	Tradução
AAEL_649148	juvenile_hormone_protein	-0.7772	3.89977e-07	Transporte de membrana
AJAP_701763	proteasome_subunit	-1.5949	0.3995432	Apoptose
AJAP_973698	membrane_receptor	-1.5179	1.6655e-08	Transporte de íons
AJAP_987164	juvenile_hormone_protein	-0.2434	0.15316102	Resposta ao estresse
AJAP_842406	transport_protein	0.8641	0.19757843	Tradução
AALB_748074	immune_response_protein	-2.4578	0.36770691	Metabolismo de lipídios
AALB_632101	DNA_repair_protein	0.3417	0.05836398	Vias de sinalização hormonal
AJAP_605934	phosphatase	1.0382	0.77749727	Processamento de RNA
AJAP_389226	ubiquitin_ligase	3.3513	0.15170611	Fototransdução
AAEL_327286	ubiquitin_ligase	-1.938	0.23580328	Detoxificação
AALB_111745	ribosomal_protein	-0.6293	0.20767422	Homeostase celular
AAEL_244097	transport_protein	0.471	0.03508636	Sinalização celular
AJAP_769648	heat_shock_protein	2.0653	0.29707251	Tradução
AALB_984200	glutathione_S_transferase	-3.932664863074216	0.07672928	Resposta imune
AAEL_824238	aquaporin	2.1576	1.05e-09	Sinalização celular
AALB_438076	chitin_synthase	-3.4873	0.3345316	Homeostase celular
AALB_385555	cytochrome_P450	-2.256	0.00116306	Desenvolvimento de tecidos
AAEL_605518	ribosomal_protein	0.6276	0.16906982	Fototransdução
AAEL_414451	oxidative_stress_protein	-2.5395	0.27566322	Vias de sinalização hormonal
AALB_384186	heat_shock_protein	-2.114	0.00260166	Desenvolvimento embrionário
AALB_872944	signal_transduction_protein	-0.95	1e-12	Desenvolvimento de tecidos
AALB_868747	tubulin	1.3886	0.16032491	Fototransdução
AALB_984315	transport_protein	-6.366386936635634	0.0067046	Ciclo celular
AJAP_153268	DNA_repair_protein	0.3065	0.01254846	Apoptose
AALB_312943	ATP_synthase	1.8593	0.09847669	Apoptose
AALB_521818	membrane_receptor	-0.3509	0.33126844	Replicação do DNA
AJAP_673189	phosphatase	-0.6639	0.34791733	Transporte de membrana
AAEL_294488	ATP_synthase	0.7232	0.1594158	Transporte de íons
AAEL_490530	proteasome_subunit	-0.3458	0.15662067	Estresse oxidativo
AAEL_762784	ubiquitin_ligase	2.5029	0.10396113	Interação hospedeiro-microrganismo
AALB_341531	ABC_transporter	-2.0005	0.52973009	Homeostase celular
AALB_803650	transcription_factor	-0.093	0.10471515	Desenvolvimento embrionário
AALB_338360	tubulin	0.3702	0.17717125	Resposta ao estresse
AAEL_607403	kinase	-0.6812	0.01694777	Ciclo celular
AAEL_531374	juvenile_hormone_protein	-5.1683	0.11476047	Regulação transcricional
AAEL_380783	proteasome_subunit	-0.2896	0.61680061	Sinalização celular
AAEL_855271	mitochondrial_protein	1.6203	0.04196526	Desenvolvimento de tecidos
AALB_477816	transcription_factor	1.4006	0.12449135	Modificação de proteínas
AAEL_529660	antimicrobial_peptide	0.6386	0.00202309	Desenvolvimento de tecidos
AAEL_501927	DNA_repair_protein	-1.9762	0.06449364	Apoptose
AJAP_445114	ribosomal_protein	0.7116	2e-12	Vias de sinalização hormonal
AAEL_447697	membrane_receptor	-1.0322	0.25364267	Metabolismo energético
AALB_270182	heat_shock_protein	0.6363	0.00152936	Desenvolvimento de tecidos
AALB_817148	juvenile_hormone_protein	0.2187	0.07418052	Resposta ao estresse
AAEL_338260	tubulin	-1.7575	0.04820157	Metabolismo de aminoácidos
AALB_931291	ubiquitin_ligase	-1.6064	0.27407196	Desenvolvimento larval
AJAP_938530	membrane_receptor	0.639	0.40904811	Detoxificação
AJAP_746701	DNA_repair_protein	-0.398	0.04496229	Tradução
AAEL_430904	signal_transduction_protein	-1.5125	0.02242048	Desenvolvimento embrionário
AJAP_618349	glutathione_S_transferase	-1.6611	0.09621178	Regulação transcricional
AALB_897968	signal_transduction_protein	-0.5469	9e-12	Replicação do DNA
AAEL_179083	membrane_receptor	2.8226	0.11322008	Homeostase celular
AALB_658819	trypsin_like_protease	-0.9469	0.35211843	Desenvolvimento de tecidos
AJAP_466245	RNA_binding_protein	-0.0252	0.09434989	Desenvolvimento larval
AALB_699032	mitochondrial_protein	-3.4739385988982345	0.36805507	Desenvolvimento de tecidos
AAEL_754037	oxidative_stress_protein	-2.0358	0.43123864	Transporte de membrana
AALB_935700	cytochrome_P450	-3.1731	0.0394154	Metabolismo de aminoácidos
AAEL_941047	serine_protease	-1.848	0.06326875	Biossíntese de proteínas
AAEL_354346	ecdysone_response_protein	0.4447	0.08257445	Detoxificação
AAEL_815472	serine_protease	0.1572	0.07296712	Vias de sinalização hormonal
AAEL_878513	signal_transduction_protein	1.2643	0.0012942	Modificação de proteínas
AAEL_785375	kinase	0.1741	0.08970629	Desenvolvimento embrionário
AAEL_969741	DNA_repair_protein	-0.1972	0.23115617	Metabolismo de lipídios
AALB_817406	ABC_transporter	-1.0872	5e-12	Biossíntese de proteínas
AAEL_781503	chitin_synthase	1.5923	0.12220711	Desenvolvimento de tecidos
AAEL_777164	actin_related_protein	-1.6545	0.03712827	Resposta a patógenos
AJAP_164288	mitochondrial_protein	-1.9987	0.39376021	Modificação de proteínas
AALB_382725	trypsin_like_protease	1.0207	9.818468e-06	Processamento de RNA
AALB_392231	chitin_synthase	-2.3997	0.03040624	Estresse oxidativo
AAEL_264053	phosphatase	4.3466	0.03650876	Resposta ao estresse
AAEL_932599	trypsin_like_protease	0.144	0.00607581	Desenvolvimento larval
AAEL_536624	juvenile_hormone_protein	0.6262	0.11229487	Resposta imune
